column_a,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,fulldate,fulltime,fulldatewithtime,date
588984,T01424494,A00004852,Credit,Credit in Cash,2400.0,21054.9,,,,2017,7,1,2017-07-01,10:11:14,2017-07-01T10:11:14,2017-07-01
589036,T00731371,A00002499,Debit,Cash Withdrawal,1100.0,25284.1,,,,2017,7,2,2017-07-02,16:49:20,2017-07-02T16:49:20,2017-07-02
589693,T00731260,A00002499,Debit,Remittance to Another Bank,1858.0,23426.1,Insurance Payment,Citigroup,12857330.0,2017,7,5,2017-07-05,16:04:47,2017-07-05T16:04:47,2017-07-05
589836,T00173002,A00000580,Debit,Remittance to Another Bank,1715.0,24185.2, ,JPMorgan Chase,27916240.0,2017,7,5,2017-07-05,09:30:51,2017-07-05T09:30:51,2017-07-05
590020,T00358102,A00001216,Debit,Remittance to Another Bank,2349.0,23991.5,Household,PNC Financial Services,9067219.0,2017,7,5,2017-07-05,11:32:26,2017-07-05T11:32:26,2017-07-05
590022,T00358136,A00001216,Debit,Cash Withdrawal,540.0,23451.5,,,,2017,7,5,2017-07-05,10:22:40,2017-07-05T10:22:40,2017-07-05
590028,T00358066,A00001216,Credit,Collection from Another Bank,3524.0,26340.5,,PNC Financial Services,67353.0,2017,7,5,2017-07-05,11:12:32,2017-07-05T11:12:32,2017-07-05
590405,T00005441,A00000022,Debit,Cash Withdrawal,11600.0,50384.6,,,,2017,7,5,2017-07-05,12:00:04,2017-07-05T12:00:04,2017-07-05
590611,T00252987,A00000866,Debit,Remittance to Another Bank,3844.0,24621.6, ,U.S. Bancorp,70676672.0,2017,7,5,2017-07-05,11:41:53,2017-07-05T11:41:53,2017-07-05
590861,T00172930,A00000580,Credit,Credit in Cash,7930.0,32115.2,,,,2017,7,6,2017-07-06,14:54:03,2017-07-06T14:54:03,2017-07-06
591053,T00435287,A00001479,Credit,Collection from Another Bank,3244.0,24019.2,,Wells Fargo & Co.,79756843.0,2017,7,6,2017-07-06,12:21:00,2017-07-06T12:21:00,2017-07-06
591431,T01424305,A00004852,Debit,Remittance to Another Bank,4794.0,16260.9,Household,TD Bank,23212576.0,2017,7,6,2017-07-06,13:00:59,2017-07-06T13:00:59,2017-07-06
591952,T00977647,A00003332,Credit,Credit in Cash,7794.0,30430.6,,,,2017,7,7,2017-07-07,10:45:25,2017-07-07T10:45:25,2017-07-07
593533,T00252915,A00000866,Debit,Remittance to Another Bank,504.0,24117.6,Insurance Payment,Bank of America,94022661.0,2017,7,8,2017-07-08,14:35:20,2017-07-08T14:35:20,2017-07-08
593538,T00252771,A00000866,Debit,Remittance to Another Bank,465.0,23652.6,Household,State Street Corp.,81990486.0,2017,7,8,2017-07-08,10:04:48,2017-07-08T10:04:48,2017-07-08
594318,T00005333,A00000022,Debit,Cash Withdrawal,4400.0,45984.6,,,,2017,7,9,2017-07-09,10:53:09,2017-07-09T10:53:09,2017-07-09
594931,T00435335,A00001479,Debit,Remittance to Another Bank,2162.0,21857.2,Household,TD Bank,35573202.0,2017,7,10,2017-07-10,08:37:07,2017-07-10T08:37:07,2017-07-10
595245,T00005283,A00000022,Debit,Remittance to Another Bank,6352.0,39632.6,Household,Capital One,34691494.0,2017,7,10,2017-07-10,15:07:21,2017-07-10T15:07:21,2017-07-10
595443,T00252843,A00000866,Debit,Remittance to Another Bank,38.0,23614.6, ,Citigroup,26753026.0,2017,7,10,2017-07-10,08:22:00,2017-07-10T08:22:00,2017-07-10
595541,T00731188,A00002499,Debit,Remittance to Another Bank,112.0,23314.1,Household,Citigroup,26827723.0,2017,7,11,2017-07-11,09:21:22,2017-07-11T09:21:22,2017-07-11
596403,T00252699,A00000866,Credit,Credit in Cash,12644.0,36258.6,,,,2017,7,11,2017-07-11,12:28:30,2017-07-11T12:28:30,2017-07-11
596515,T00731152,A00002499,Credit,Credit in Cash,5855.0,29169.1,,,,2017,7,12,2017-07-12,10:13:25,2017-07-12T10:13:25,2017-07-12
597407,T00005223,A00000022,Credit,Credit in Cash,16873.0,56505.6,,,,2017,7,12,2017-07-12,12:52:11,2017-07-12T12:52:11,2017-07-12
597522,T01424257,A00004852,Credit,Credit in Cash,7191.0,23451.9,,,,2017,7,12,2017-07-12,14:44:20,2017-07-12T14:44:20,2017-07-12
597528,T01424353,A00004852,Debit,Remittance to Another Bank,5925.0,17526.9,Loan Payment,State Street Corp.,98242383.0,2017,7,12,2017-07-12,14:07:46,2017-07-12T14:07:46,2017-07-12
597833,T00731224,A00002499,Debit,Remittance to Another Bank,1933.0,27236.1, ,Capital One,97045737.0,2017,7,13,2017-07-13,08:47:44,2017-07-13T08:47:44,2017-07-13
597970,T00172966,A00000580,Debit,Remittance to Another Bank,3571.0,28544.2,Household,Morgan Stanley,18037027.0,2017,7,13,2017-07-13,15:45:59,2017-07-13T15:45:59,2017-07-13
599017,T00173086,A00000580,Debit,Cash Withdrawal,4400.0,24144.2,,,,2017,7,14,2017-07-14,16:38:35,2017-07-14T16:38:35,2017-07-14
599424,T02616260,A00008645,Credit,Credit in Cash,16929.0,17629.0,,,,2017,7,14,2017-07-14,10:34:36,2017-07-14T10:34:36,2017-07-14
600868,T00253216,A00000866,Debit,Cash Withdrawal,4300.0,31958.6,,,,2017,7,18,2017-07-18,10:16:08,2017-07-18T10:16:08,2017-07-18
601576,T00435478,A00001479,Debit,Cash Withdrawal,3500.0,18357.2,,,,2017,7,22,2017-07-22,11:59:44,2017-07-22T11:59:44,2017-07-22
601753,T00977719,A00003332,Debit,Cash Withdrawal,4400.0,26030.6,,,,2017,7,23,2017-07-23,15:34:05,2017-07-23T15:34:05,2017-07-23
601823,T02616381,A00008645,Credit,Credit in Cash,1400.0,19029.0,,,,2017,7,23,2017-07-23,09:58:09,2017-07-23T09:58:09,2017-07-23
601980,T00358192,A00001216,Debit,Cash Withdrawal,1800.0,21651.5,,,,2017,7,24,2017-07-24,09:46:33,2017-07-24T09:46:33,2017-07-24
603280,T00731338,A00002499,Debit,Cash Withdrawal,14.6,27330.9,Payment on Statement,,,2017,7,31,2017-07-31,09:51:28,2017-07-31T09:51:28,2017-07-31
603864,T03579096,A00001479,Credit,,84.5,18441.7,Interest Credited,,,2017,7,31,2017-07-31,14:22:42,2017-07-31T14:22:42,2017-07-31
604204,T03558852,A00000866,Credit,,126.9,32085.5,Interest Credited,,,2017,7,31,2017-07-31,08:32:16,2017-07-31T08:32:16,2017-07-31
604701,T00173056,A00000580,Debit,Cash Withdrawal,14.6,24239.3,Payment on Statement,,,2017,7,31,2017-07-31,11:52:03,2017-07-31T11:52:03,2017-07-31
606002,T00358159,A00001216,Debit,Cash Withdrawal,14.6,21733.6,Payment on Statement,,,2017,7,31,2017-07-31,11:58:57,2017-07-31T11:58:57,2017-07-31
606032,T00435436,A00001479,Debit,Cash Withdrawal,14.6,18427.1,Payment on Statement,,,2017,7,31,2017-07-31,12:50:34,2017-07-31T12:50:34,2017-07-31
607127,T03502658,A00008645,Credit,,20.5,19049.5,Interest Credited,,,2017,7,31,2017-07-31,15:23:16,2017-07-31T15:23:16,2017-07-31
607214,T03549782,A00000580,Credit,,109.8,24253.9,Interest Credited,,,2017,7,31,2017-07-31,08:33:59,2017-07-31T08:33:59,2017-07-31
607423,T03465512,A00003332,Credit,,98.2,26128.7,Interest Credited,,,2017,7,31,2017-07-31,08:41:05,2017-07-31T08:41:05,2017-07-31
609001,T00005385,A00000022,Debit,Cash Withdrawal,14.6,56724.6,Payment on Statement,,,2017,7,31,2017-07-31,14:15:31,2017-07-31T14:15:31,2017-07-31
609362,T01424451,A00004852,Debit,Cash Withdrawal,14.6,22198.6,Payment on Statement,,,2017,7,31,2017-07-31,14:60:44,2017-07-31T14:60:44,2017-07-31
609363,T01424495,A00004852,Credit,Credit in Cash,4600.0,22213.2,,,,2017,7,31,2017-07-31,09:52:01,2017-07-31T09:52:01,2017-07-31
609695,T03612866,A00002499,Credit,,109.4,27345.5,Interest Credited,,,2017,7,31,2017-07-31,13:24:28,2017-07-31T13:24:28,2017-07-31
609838,T03667387,A00004852,Credit,,86.4,17613.2,Interest Credited,,,2017,7,31,2017-07-31,12:21:03,2017-07-31T12:21:03,2017-07-31
610242,T03570676,A00001216,Credit,,96.7,21748.2,Interest Credited,,,2017,7,31,2017-07-31,11:11:20,2017-07-31T11:11:20,2017-07-31
610712,T03476382,A00008645,Credit,,23.0,19072.5,Interest Credited,,,2017,7,31,2017-07-31,13:09:38,2017-07-31T13:09:38,2017-07-31
610769,T00253145,A00000866,Debit,Cash Withdrawal,14.6,32070.9,Payment on Statement,,,2017,7,31,2017-07-31,11:04:38,2017-07-31T11:04:38,2017-07-31
610904,T03531007,A00000022,Credit,,233.5,56739.2,Interest Credited,,,2017,7,31,2017-07-31,16:46:13,2017-07-31T16:46:13,2017-07-31
611309,T00731372,A00002499,Debit,Cash Withdrawal,3900.0,23430.9,,,,2017,8,1,2017-08-01,09:32:21,2017-08-01T09:32:21,2017-08-01
612152,T00005442,A00000022,Debit,Cash Withdrawal,11900.0,44824.6,,,,2017,8,4,2017-08-04,15:60:52,2017-08-04T15:60:52,2017-08-04
612214,T00731261,A00002499,Debit,Remittance to Another Bank,1858.0,21572.9,Insurance Payment,Citigroup,12857330.0,2017,8,5,2017-08-05,12:36:51,2017-08-05T12:36:51,2017-08-05
612353,T00173003,A00000580,Debit,Remittance to Another Bank,1715.0,22524.3, ,JPMorgan Chase,27916240.0,2017,8,5,2017-08-05,08:22:36,2017-08-05T08:22:36,2017-08-05
612543,T00358067,A00001216,Credit,Collection from Another Bank,3524.0,25257.6,,PNC Financial Services,67353.0,2017,8,5,2017-08-05,16:15:35,2017-08-05T16:15:35,2017-08-05
612549,T00358103,A00001216,Debit,Remittance to Another Bank,2349.0,22908.6,Household,PNC Financial Services,9067219.0,2017,8,5,2017-08-05,13:32:51,2017-08-05T13:32:51,2017-08-05
613141,T00252988,A00000866,Debit,Remittance to Another Bank,3844.0,28226.9, ,U.S. Bancorp,70676672.0,2017,8,5,2017-08-05,15:51:08,2017-08-05T15:51:08,2017-08-05
613384,T00172931,A00000580,Credit,Credit in Cash,7930.0,30454.3,,,,2017,8,6,2017-08-06,13:46:08,2017-08-06T13:46:08,2017-08-06
613579,T00435288,A00001479,Credit,Collection from Another Bank,3244.0,21671.1,,Wells Fargo & Co.,79756843.0,2017,8,6,2017-08-06,10:29:04,2017-08-06T10:29:04,2017-08-06
613988,T01424306,A00004852,Debit,Remittance to Another Bank,4794.0,17404.6,Household,TD Bank,23212576.0,2017,8,6,2017-08-06,12:09:14,2017-08-06T12:09:14,2017-08-06
614521,T00977648,A00003332,Credit,Credit in Cash,7794.0,33922.7,,,,2017,8,7,2017-08-07,08:49:21,2017-08-07T08:49:21,2017-08-07
616144,T00252772,A00000866,Debit,Remittance to Another Bank,465.0,27761.9,Household,State Street Corp.,81990486.0,2017,8,8,2017-08-08,16:41:10,2017-08-08T16:41:10,2017-08-08
616146,T00252916,A00000866,Debit,Remittance to Another Bank,504.0,27257.9,Insurance Payment,Bank of America,94022661.0,2017,8,8,2017-08-08,16:04:46,2017-08-08T16:04:46,2017-08-08
617505,T00435336,A00001479,Debit,Remittance to Another Bank,2162.0,19509.1,Household,TD Bank,35573202.0,2017,8,10,2017-08-10,09:12:59,2017-08-10T09:12:59,2017-08-10
617841,T00005284,A00000022,Debit,Remittance to Another Bank,6352.0,38472.6,Household,Capital One,34691494.0,2017,8,10,2017-08-10,08:51:40,2017-08-10T08:51:40,2017-08-10
618048,T00252844,A00000866,Debit,Remittance to Another Bank,38.0,27219.9, ,Citigroup,26753026.0,2017,8,10,2017-08-10,11:42:18,2017-08-10T11:42:18,2017-08-10
618155,T00731189,A00002499,Debit,Remittance to Another Bank,112.0,21460.9,Household,Citigroup,26827723.0,2017,8,11,2017-08-11,10:48:42,2017-08-11T10:48:42,2017-08-11
619050,T00252700,A00000866,Credit,Credit in Cash,12644.0,39863.9,,,,2017,8,11,2017-08-11,09:32:14,2017-08-11T09:32:14,2017-08-11
619153,T00731153,A00002499,Credit,Credit in Cash,5855.0,27315.9,,,,2017,8,12,2017-08-12,16:00:03,2017-08-12T16:00:03,2017-08-12
620064,T00005224,A00000022,Credit,Credit in Cash,16873.0,55345.6,,,,2017,8,12,2017-08-12,09:39:57,2017-08-12T09:39:57,2017-08-12
620066,T00005336,A00000022,Debit,Cash Withdrawal,4400.0,50945.6,,,,2017,8,12,2017-08-12,12:32:26,2017-08-12T12:32:26,2017-08-12
620180,T01424354,A00004852,Debit,Remittance to Another Bank,5925.0,18670.6,Loan Payment,State Street Corp.,98242383.0,2017,8,12,2017-08-12,12:49:54,2017-08-12T12:49:54,2017-08-12
620183,T01424258,A00004852,Credit,Credit in Cash,7191.0,24595.6,,,,2017,8,12,2017-08-12,16:51:04,2017-08-12T16:51:04,2017-08-12
620502,T00731225,A00002499,Debit,Remittance to Another Bank,1933.0,25382.9, ,Capital One,97045737.0,2017,8,13,2017-08-13,09:29:39,2017-08-13T09:29:39,2017-08-13
620653,T00172967,A00000580,Debit,Remittance to Another Bank,3571.0,25083.3,Household,Morgan Stanley,18037027.0,2017,8,13,2017-08-13,13:14:32,2017-08-13T13:14:32,2017-08-13
620654,T00173087,A00000580,Debit,Cash Withdrawal,1800.0,28654.3,,,,2017,8,13,2017-08-13,08:02:58,2017-08-13T08:02:58,2017-08-13
621938,T00358133,A00001216,Debit,Cash Withdrawal,870.0,22038.6,,,,2017,8,14,2017-08-14,16:55:42,2017-08-14T16:55:42,2017-08-14
621945,T00435400,A00001479,Debit,Cash Withdrawal,720.0,18789.1,,,,2017,8,14,2017-08-14,15:35:29,2017-08-14T15:35:29,2017-08-14
622155,T02616261,A00008645,Credit,Credit in Cash,16929.0,36001.5,,,,2017,8,14,2017-08-14,16:19:34,2017-08-14T16:19:34,2017-08-14
623356,T00253217,A00000866,Debit,Cash Withdrawal,9900.0,29963.9,,,,2017,8,17,2017-08-17,14:15:51,2017-08-17T14:15:51,2017-08-17
624181,T00435479,A00001479,Debit,Cash Withdrawal,3300.0,15489.1,,,,2017,8,21,2017-08-21,11:13:51,2017-08-21T11:13:51,2017-08-21
624363,T00977720,A00003332,Debit,Cash Withdrawal,2800.0,31122.7,,,,2017,8,22,2017-08-22,10:17:13,2017-08-22T10:17:13,2017-08-22
624436,T02616382,A00008645,Debit,Cash Withdrawal,5500.0,30501.5,,,,2017,8,22,2017-08-22,13:46:08,2017-08-22T13:46:08,2017-08-22
624518,T00731311,A00002499,Debit,Cash Withdrawal,4700.0,20682.9,,,,2017,8,23,2017-08-23,15:16:14,2017-08-23T15:16:14,2017-08-23
624595,T00358193,A00001216,Credit,Credit in Cash,400.0,22438.6,,,,2017,8,23,2017-08-23,12:03:30,2017-08-23T12:03:30,2017-08-23
626058,T01424496,A00004852,Credit,Credit in Cash,4500.0,23170.6,,,,2017,8,30,2017-08-30,16:46:13,2017-08-30T16:46:13,2017-08-30
626119,T00731373,A00002499,Credit,Credit in Cash,3900.0,24680.9,,,,2017,8,31,2017-08-31,10:19:25,2017-08-31T10:19:25,2017-08-31
626121,T00731339,A00002499,Debit,Cash Withdrawal,14.6,24666.3,Payment on Statement,,,2017,8,31,2017-08-31,16:39:37,2017-08-31T16:39:37,2017-08-31
626640,T03579097,A00001479,Credit,,72.7,15561.8,Interest Credited,,,2017,8,31,2017-08-31,16:48:52,2017-08-31T16:48:52,2017-08-31
627050,T03558853,A00000866,Credit,,130.0,30093.9,Interest Credited,,,2017,8,31,2017-08-31,15:57:50,2017-08-31T15:57:50,2017-08-31
627558,T00173057,A00000580,Debit,Cash Withdrawal,14.6,25186.2,Payment on Statement,,,2017,8,31,2017-08-31,12:20:32,2017-08-31T12:20:32,2017-08-31
628492,T00977700,A00003332,Debit,Cash Withdrawal,14.6,31223.4,Payment on Statement,,,2017,8,31,2017-08-31,15:40:32,2017-08-31T15:40:32,2017-08-31
628895,T00358160,A00001216,Debit,Cash Withdrawal,14.6,22519.9,Payment on Statement,,,2017,8,31,2017-08-31,13:41:39,2017-08-31T13:41:39,2017-08-31
628921,T00435437,A00001479,Debit,Cash Withdrawal,14.6,15547.2,Payment on Statement,,,2017,8,31,2017-08-31,13:32:31,2017-08-31T13:32:31,2017-08-31
630015,T03502659,A00008645,Credit,,36.9,30538.3,Interest Credited,,,2017,8,31,2017-08-31,08:29:10,2017-08-31T08:29:10,2017-08-31
630138,T03549783,A00000580,Credit,,117.5,25200.8,Interest Credited,,,2017,8,31,2017-08-31,12:54:08,2017-08-31T12:54:08,2017-08-31
630358,T03465513,A00003332,Credit,,115.3,31238.0,Interest Credited,,,2017,8,31,2017-08-31,11:19:24,2017-08-31T11:19:24,2017-08-31
631939,T00005386,A00000022,Debit,Cash Withdrawal,14.6,51156.2,Payment on Statement,,,2017,8,31,2017-08-31,16:11:30,2017-08-31T16:11:30,2017-08-31
632315,T01424452,A00004852,Debit,Cash Withdrawal,14.6,23238.0,Payment on Statement,,,2017,8,31,2017-08-31,09:26:48,2017-08-31T09:26:48,2017-08-31
632628,T03612867,A00002499,Credit,,98.0,20780.9,Interest Credited,,,2017,8,31,2017-08-31,08:55:53,2017-08-31T08:55:53,2017-08-31
632796,T03667388,A00004852,Credit,,82.0,23252.6,Interest Credited,,,2017,8,31,2017-08-31,11:46:14,2017-08-31T11:46:14,2017-08-31
633198,T03570677,A00001216,Credit,,95.9,22534.5,Interest Credited,,,2017,8,31,2017-08-31,14:52:50,2017-08-31T14:52:50,2017-08-31
633660,T03476383,A00008645,Credit,,94.7,30633.0,Interest Credited,,,2017,8,31,2017-08-31,09:40:48,2017-08-31T09:40:48,2017-08-31
633746,T00253146,A00000866,Debit,Cash Withdrawal,14.6,30079.3,Payment on Statement,,,2017,8,31,2017-08-31,09:46:60,2017-08-31T09:46:60,2017-08-31
633922,T03531008,A00000022,Credit,,225.2,51170.8,Interest Credited,,,2017,8,31,2017-08-31,16:43:23,2017-08-31T16:43:23,2017-08-31
634881,T00005443,A00000022,Debit,Cash Withdrawal,6200.0,44956.2,,,,2017,9,3,2017-09-03,14:20:02,2017-09-03T14:20:02,2017-09-03
635170,T00731262,A00002499,Debit,Remittance to Another Bank,1858.0,22808.3,Insurance Payment,Citigroup,12857330.0,2017,9,5,2017-09-05,15:49:14,2017-09-05T15:49:14,2017-09-05
635316,T00173004,A00000580,Debit,Remittance to Another Bank,1715.0,23471.2, ,JPMorgan Chase,27916240.0,2017,9,5,2017-09-05,14:51:54,2017-09-05T14:51:54,2017-09-05
635501,T00358068,A00001216,Credit,Collection from Another Bank,3524.0,26043.9,,PNC Financial Services,67353.0,2017,9,5,2017-09-05,13:22:34,2017-09-05T13:22:34,2017-09-05
635503,T00358104,A00001216,Debit,Remittance to Another Bank,2349.0,23694.9,Household,PNC Financial Services,9067219.0,2017,9,5,2017-09-05,12:01:41,2017-09-05T12:01:41,2017-09-05
636120,T00252989,A00000866,Debit,Remittance to Another Bank,3844.0,26235.3, ,U.S. Bancorp,70676672.0,2017,9,5,2017-09-05,08:41:53,2017-09-05T08:41:53,2017-09-05
636380,T00172932,A00000580,Credit,Credit in Cash,7930.0,31401.2,,,,2017,9,6,2017-09-06,08:55:56,2017-09-06T08:55:56,2017-09-06
636574,T00435289,A00001479,Credit,Collection from Another Bank,3244.0,18791.2,,Wells Fargo & Co.,79756843.0,2017,9,6,2017-09-06,15:34:31,2017-09-06T15:34:31,2017-09-06
636973,T01424307,A00004852,Debit,Remittance to Another Bank,4794.0,18444.0,Household,TD Bank,23212576.0,2017,9,6,2017-09-06,09:17:53,2017-09-06T09:17:53,2017-09-06
637508,T00977649,A00003332,Credit,Credit in Cash,7794.0,39017.4,,,,2017,9,7,2017-09-07,13:08:53,2017-09-07T13:08:53,2017-09-07
638241,T00731310,A00002499,Debit,Cash Withdrawal,1100.0,21708.3,,,,2017,9,8,2017-09-08,16:04:04,2017-09-08T16:04:04,2017-09-08
639150,T00252773,A00000866,Debit,Remittance to Another Bank,465.0,25266.3,Household,State Street Corp.,81990486.0,2017,9,8,2017-09-08,15:48:28,2017-09-08T15:48:28,2017-09-08
639152,T00252917,A00000866,Debit,Remittance to Another Bank,504.0,25731.3,Insurance Payment,Bank of America,94022661.0,2017,9,8,2017-09-08,14:30:19,2017-09-08T14:30:19,2017-09-08
640583,T00435337,A00001479,Debit,Remittance to Another Bank,2162.0,16629.2,Household,TD Bank,35573202.0,2017,9,10,2017-09-10,13:03:57,2017-09-10T13:03:57,2017-09-10
640921,T00005285,A00000022,Debit,Remittance to Another Bank,6352.0,38604.2,Household,Capital One,34691494.0,2017,9,10,2017-09-10,13:05:30,2017-09-10T13:05:30,2017-09-10
641131,T00252845,A00000866,Debit,Remittance to Another Bank,38.0,25228.3, ,Citigroup,26753026.0,2017,9,10,2017-09-10,14:44:50,2017-09-10T14:44:50,2017-09-10
641239,T00731190,A00002499,Debit,Remittance to Another Bank,112.0,21596.3,Household,Citigroup,26827723.0,2017,9,11,2017-09-11,08:36:58,2017-09-11T08:36:58,2017-09-11
642129,T00252701,A00000866,Credit,Credit in Cash,12644.0,37872.3,,,,2017,9,11,2017-09-11,13:27:16,2017-09-11T13:27:16,2017-09-11
642236,T00731154,A00002499,Credit,Credit in Cash,5855.0,27451.3,,,,2017,9,12,2017-09-12,08:14:01,2017-09-12T08:14:01,2017-09-12
642459,T00173088,A00000580,Debit,Cash Withdrawal,4300.0,27101.2,,,,2017,9,12,2017-09-12,16:45:48,2017-09-12T16:45:48,2017-09-12
643182,T00005334,A00000022,Debit,Cash Withdrawal,1000.0,54477.2,,,,2017,9,12,2017-09-12,11:53:58,2017-09-12T11:53:58,2017-09-12
643184,T00005225,A00000022,Credit,Credit in Cash,16873.0,55477.2,,,,2017,9,12,2017-09-12,11:01:19,2017-09-12T11:01:19,2017-09-12
643302,T01424259,A00004852,Credit,Credit in Cash,7191.0,25635.0,,,,2017,9,12,2017-09-12,15:31:40,2017-09-12T15:31:40,2017-09-12
643305,T01424355,A00004852,Debit,Remittance to Another Bank,5925.0,19710.0,Loan Payment,State Street Corp.,98242383.0,2017,9,12,2017-09-12,16:39:39,2017-09-12T16:39:39,2017-09-12
643624,T00731226,A00002499,Debit,Remittance to Another Bank,1933.0,25518.3, ,Capital One,97045737.0,2017,9,13,2017-09-13,16:12:46,2017-09-13T16:12:46,2017-09-13
643781,T00172968,A00000580,Debit,Remittance to Another Bank,3571.0,23530.2,Household,Morgan Stanley,18037027.0,2017,9,13,2017-09-13,09:00:36,2017-09-13T09:00:36,2017-09-13
645312,T02616262,A00008645,Credit,Credit in Cash,16929.0,47562.0,,,,2017,9,14,2017-09-14,09:12:30,2017-09-14T09:12:30,2017-09-14
646221,T00253218,A00000866,Debit,Cash Withdrawal,4800.0,33072.3,,,,2017,9,16,2017-09-16,11:41:16,2017-09-16T11:41:16,2017-09-16
646927,T00358134,A00001216,Debit,Cash Withdrawal,1290.0,22404.9,,,,2017,9,19,2017-09-19,10:54:51,2017-09-19T10:54:51,2017-09-19
647129,T00435480,A00001479,Credit,Credit in Cash,1500.0,18129.2,,,,2017,9,20,2017-09-20,13:24:49,2017-09-20T13:24:49,2017-09-20
647334,T00977721,A00003332,Debit,Cash Withdrawal,5700.0,33317.4,,,,2017,9,21,2017-09-21,09:33:55,2017-09-21T09:33:55,2017-09-21
647424,T02616383,A00008645,Debit,Cash Withdrawal,8700.0,38862.0,,,,2017,9,21,2017-09-21,10:48:43,2017-09-21T10:48:43,2017-09-21
647592,T00358194,A00001216,Credit,Credit in Cash,1800.0,24204.9,,,,2017,9,22,2017-09-22,08:10:59,2017-09-22T08:10:59,2017-09-22
649170,T01424497,A00004852,Credit,Credit in Cash,6300.0,26010.0,,,,2017,9,29,2017-09-29,15:34:30,2017-09-29T15:34:30,2017-09-29
649242,T00731340,A00002499,Debit,Cash Withdrawal,14.6,26107.1,Payment on Statement,,,2017,9,30,2017-09-30,13:22:42,2017-09-30T13:22:42,2017-09-30
649243,T00731374,A00002499,Credit,Credit in Cash,500.0,26121.7,,,,2017,9,30,2017-09-30,11:16:54,2017-09-30T11:16:54,2017-09-30
649824,T03579098,A00001479,Credit,,69.6,18198.8,Interest Credited,,,2017,9,30,2017-09-30,08:31:22,2017-09-30T08:31:22,2017-09-30
650186,T03558854,A00000866,Credit,,131.1,33203.4,Interest Credited,,,2017,9,30,2017-09-30,16:36:27,2017-09-30T16:36:27,2017-09-30
650695,T00173058,A00000580,Debit,Cash Withdrawal,14.6,23621.7,Payment on Statement,,,2017,9,30,2017-09-30,14:59:44,2017-09-30T14:59:44,2017-09-30
651634,T00977701,A00003332,Debit,Cash Withdrawal,14.6,33435.9,Payment on Statement,,,2017,9,30,2017-09-30,11:55:41,2017-09-30T11:55:41,2017-09-30
652061,T00358161,A00001216,Debit,Cash Withdrawal,14.6,24292.8,Payment on Statement,,,2017,9,30,2017-09-30,13:50:28,2017-09-30T13:50:28,2017-09-30
652095,T00435438,A00001479,Debit,Cash Withdrawal,14.6,18184.2,Payment on Statement,,,2017,9,30,2017-09-30,08:15:59,2017-09-30T08:15:59,2017-09-30
653212,T03502660,A00008645,Credit,,48.5,38910.5,Interest Credited,,,2017,9,30,2017-09-30,08:04:07,2017-09-30T08:04:07,2017-09-30
653338,T03549784,A00000580,Credit,,106.1,23636.3,Interest Credited,,,2017,9,30,2017-09-30,15:55:44,2017-09-30T15:55:44,2017-09-30
653573,T03465514,A00003332,Credit,,133.0,33450.5,Interest Credited,,,2017,9,30,2017-09-30,09:13:01,2017-09-30T09:13:01,2017-09-30
655197,T00005387,A00000022,Debit,Cash Withdrawal,14.6,54681.4,Payment on Statement,,,2017,9,30,2017-09-30,13:10:06,2017-09-30T13:10:06,2017-09-30
655576,T01424453,A00004852,Debit,Cash Withdrawal,14.6,26082.3,Payment on Statement,,,2017,9,30,2017-09-30,15:01:58,2017-09-30T15:01:58,2017-09-30
655912,T03612868,A00002499,Credit,,103.4,25621.7,Interest Credited,,,2017,9,30,2017-09-30,11:50:37,2017-09-30T11:50:37,2017-09-30
656150,T03667389,A00004852,Credit,,86.9,26096.9,Interest Credited,,,2017,9,30,2017-09-30,08:55:51,2017-09-30T08:55:51,2017-09-30
656495,T03570678,A00001216,Credit,,102.6,24307.4,Interest Credited,,,2017,9,30,2017-09-30,16:00:50,2017-09-30T16:00:50,2017-09-30
656951,T03476384,A00008645,Credit,,138.6,39049.1,Interest Credited,,,2017,9,30,2017-09-30,16:05:32,2017-09-30T16:05:32,2017-09-30
657040,T00253147,A00000866,Debit,Cash Withdrawal,14.6,33188.8,Payment on Statement,,,2017,9,30,2017-09-30,10:39:34,2017-09-30T10:39:34,2017-09-30
657161,T03531009,A00000022,Credit,,218.9,54696.0,Interest Credited,,,2017,9,30,2017-09-30,12:28:58,2017-09-30T12:28:58,2017-09-30
658259,T00005444,A00000022,Debit,Cash Withdrawal,9800.0,44881.4,,,,2017,10,3,2017-10-03,16:17:09,2017-10-03T16:17:09,2017-10-03
658579,T00731263,A00002499,Debit,Remittance to Another Bank,1858.0,24249.1,Insurance Payment,Citigroup,12857330.0,2017,10,5,2017-10-05,09:35:19,2017-10-05T09:35:19,2017-10-05
658730,T00173005,A00000580,Debit,Remittance to Another Bank,1715.0,21906.7, ,JPMorgan Chase,27916240.0,2017,10,5,2017-10-05,08:54:50,2017-10-05T08:54:50,2017-10-05
658918,T00358105,A00001216,Debit,Remittance to Another Bank,2349.0,25467.8,Household,PNC Financial Services,9067219.0,2017,10,5,2017-10-05,11:48:33,2017-10-05T11:48:33,2017-10-05
658919,T00358069,A00001216,Credit,Collection from Another Bank,3524.0,27816.8,,PNC Financial Services,67353.0,2017,10,5,2017-10-05,08:14:06,2017-10-05T08:14:06,2017-10-05
